,MAL_ID,Name_x,Japanese name,Type,Genres_x,Producer,Studio,sypnopsis,Voice Actors
24,33,Kenpuu Denki Berserk,剣風伝奇ベルセルク,TV,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural","['VAP', 'Hakusensha', 'Nippon Television Network']",['OLM'],"Born from the corpse of his mother, a young mercenary known only as Guts, embraces the battlefield as his only means of survival. Day in and day out, putting his life on the line just to make enough to get by, he moves from one bloodshed to the next. After a run-in with the Band of the Hawk, a formidable troop of mercenaries, Guts is recruited by their charismatic leader Griffith, nicknamed the ""White Hawk."" As he quickly climbed the ranks in order to become the head of the offensive faction, Guts proves to be a mighty addition to Griffith's force, taking Midland by storm. However, while the band's quest for recognition continues, Guts slowly realizes that the world is not as black-and-white as he once assumed. Set in the medieval era, Kenpuu Denki Berserk is a dark, gritty tale that follows one man's struggle to find his own path, while supporting another's lust for power, and the unimaginable tragedy that begins to turn the wheels of fate.","['CannaNobutoshi', 'MorikawaToshiyuki', 'MiyamuraYuko', 'IshidaAkira', 'UtsumiKenji', 'YajimaAkiko', 'AmadaMasuo', 'TanakaAtsuko', 'IshizukaUnshou', 'NishikawaIkuo']"
25,43,Koukaku Kidoutai,GHOST IN THE SHELL（攻殻機動隊）,Movie,"Action, Mecha, Police, Psychological, Sci-Fi, Seinen","['Bandai Visual', 'Kodansha']",['Production I.G'],"In the year 2029, Niihama City has become a technologically advanced metropolis. Due to great improvements in cybernetics, its citizens are able to replace their limbs with robotic parts. The world is now more interconnected than ever before, and the city's Public Security Section 9 is responsible for combating corruption, terrorism, and other dangerous threats following this shift towards globalization. The strong-willed Major Motoko Kusanagi of Section 9 spearheads a case involving a mysterious hacker known only as the ""Puppet Master,"" who leaves a trail of victims stripped of their memories. Like many in this futuristic world, the Puppet Master's body is almost entirely robotic, giving them incredible power. As Motoko and her subordinates follow the enigmatic criminal's trail, other parties—including Section 6—start to get involved, forcing her to confront the extremely complicated nature of the case. Pondering about various philosophical questions, such as her own life's meaning, Motoko soon realizes that the one who will provide these answers is none other than the Puppet Master themself.","['SakamotoMaaya', 'OotsukaAkio', 'YamaderaKouichi', 'KayumiIemasa', 'OokiTamio', 'NakanoYutaka', 'YamajiKazuhiro', 'MatsuyamaTakashi', 'MiyamotoMitsuru', 'ChibaShigeru']"
26,44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,るろうに剣心―明治剣客浪漫譚―追憶編,OVA,"Action, Historical, Drama, Romance, Martial Arts, Samurai, Shounen",['Aniplex'],['Studio Deen'],"hen mankind's savagery surpasses his fear of death, there is little hope for those who wish to live honest lives. Beneath a full moon, a young boy witnesses the murder of the bandits who had enslaved him, and is then christened with a new name by the man who rescued him. This boy is Shinta, now known as Kenshin Himura, and he is destined to become a swordsman. The softness of his heart does not befit the occupation, but his desire to protect the innocent is absolute. Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen details the origins of the man who would bear the name of Hitokiri Battousai long before he swore his oath not to kill and before he earned his reputation as an assassin. The young man's heart is divided between justice and corruption, while the fate of a nation rests on his actions.","['SuzukazeMayo', 'SuzuokiHirotaka', 'IkedaShuuichi', 'IwaoJunko', 'SasakiNozomu', 'HibinoAkari', 'UchidaMinoru', 'SekiTomokazu', 'TakagiWataru']"
27,45,Rurouni Kenshin: Meiji Kenkaku Romantan,るろうに剣心 -明治剣客浪漫譚-,TV,"Action, Adventure, Comedy, Historical, Romance, Samurai, Shounen","['Aniplex', 'SME Visual Works', 'Fuji TV']","['Studio Gallop', 'Studio Deen']","In the final years of the Bakumatsu era lived a legendary assassin known as Hitokiri Battousai. Feared as a merciless killer, he was unmatched throughout the country, but mysteriously disappeared at the peak of the Japanese Revolution. It has been ten peaceful years since then, but the very mention of Battousai still strikes terror into the hearts of war veterans. Unbeknownst to them, Battousai has abandoned his bloodstained lifestyle in an effort to repent for his sins, now living as Kenshin Himura, a wandering swordsman with a cheerful attitude and a strong will. Vowing never to kill again, Kenshin dedicates himself to protecting the weak. One day, he stumbles across Kaoru Kamiya at her kendo dojo, which is being threatened by an impostor claiming to be Battousai. After receiving help from Kenshin, Kaoru allows him to stay at the dojo, and so the former assassin temporarily ceases his travels. Rurouni Kenshin: Meiji Kenkaku Romantan tells the story of Kenshin as he strives to save those in need of saving. However, as enemies from both past and present begin to emerge, will the reformed killer be able to uphold his new ideals?","['SuzukazeMayo', 'UedaYuuji', 'FujitaniMiki', 'TominagaMiina', 'SuzuokiHirotaka', 'IkedaMasanori', 'HidakaNoriko', 'IkedaShuuichi', 'YasuharaYoshito', 'SakuraiTomo']"
28,46,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,るろうに剣心 -明治剣客浪漫譚- 維新志士への鎮魂歌,Movie,"Samurai, Historical, Drama, Shounen","['Fuji TV', 'Sony Music Entertainment']",['Studio Gallop'],"The war against the Tokugawa Shogunate ended years ago. But there are some who are not happy with the outcome. Shigure Takimi watched his friends and family get slashed down in the name of freedom and prosperity. Now he and a band of desperate rebels have sworn to settle one final score. Only one man stands in their way: Kenshin Himura. But when Shigure discovers Kenshin's true identity as the Hitokiri Battousai, his fight becomes a personal vendetta. (Source: ANN)","['SuzukazeMayo', 'UedaYuuji', 'FujitaniMiki', 'TominagaMiina', 'InoueKazuhiko', 'SuzuokiHirotaka', 'YanakaHiroshi', 'NamikiNoriko', 'YuasaKaori', 'KoyasuTakehito']"
29,47,Akira,AKIRA（アキラ）,Movie,"Action, Military, Sci-Fi, Adventure, Horror, Supernatural, Seinen","['Mainichi Broadcasting System', 'Kodansha', 'Toho']",['Tokyo Movie Shinsha'],"Japan, 1988. An explosion caused by a young boy with psychic powers tears through the city of Tokyo and ignites the fuse that leads to World War III. In order to prevent any further destruction, he is captured and taken into custody, never to be heard from again. Now, in the year 2019, a restored version of the city known as Neo-Tokyo—an area rife with gang violence and terrorism against the current government—stands in its place. Here, Shoutarou Kaneda leads ""the Capsules,"" a group of misfits known for riding large, custom motorcycles and being in constant conflict with their rivals ""the Clowns."" During one of these battles, Shoutarou's best friend Tetsuo Shima is caught up in an accident with an esper who finds himself in the streets of Tokyo after escaping confinement from a government institution. Through this encounter, Tetsuo begins to develop his own mysterious abilities, as the government seeks to quarantine this latest psychic in a desperate attempt to prevent him from unleashing the destructive power that could once again bring the city to its knees.","['IwataMitsuo', 'SasakiNozomu', 'KoyamaMami', 'IshidaTarou', 'KusaoTakeshi', 'OokuraMasaaki', 'FuchizakiYuriko', 'ItouFukue', 'KitamuraKouichi']"
30,48,.hack//Sign,.hack//SIGN,TV,"Game, Sci-Fi, Adventure, Mystery, Magic, Fantasy","['Bandai Visual', 'Yomiko Advertising', 'Bandai', 'CyberConnect2']",['Bee Train'],"oung wavemaster, only known by the alias of Tsukasa, wakes up in an MMORPG called The World, with slight amnesia. He does not know what he has previously done before he woke up. In The World, the Crimson Knights suspects him of being a hacker, as he was seen accompanying a tweaked character in the form of a cat. Unable to log out from the game, he wanders around looking for answers, avoiding the knights and other players he meets along the way. As Tsukasa explores The World, he stumbles upon a magical item that takes the form of a ""guardian,"" which promises him protection from all harm. Subaru, the leader of the Crimson Knights, along with several other players who became acquainted with Tsukasa, set out to investigate why Tsukasa is unable to log out, and attempt to get to the bottom of the problem before it gets out of hand.","['SaigaMitsuki', 'NazukaKaori', 'ToyoguchiMegumi', 'NakataKazuhiro', 'HiyamaNobuyuki', 'YanakaHiroshi', 'MikiShinichiro', 'SakamotoMaaya', 'ToumaYumi']"
31,49,Aa! Megami-sama!,ああっ女神さまっ,OVA,"Comedy, Magic, Romance, Seinen, Supernatural","['Bandai Visual', 'KSS', 'Pony Canyon', 'TBS', 'Kodansha', 'Half H.P Studio', 'Nichion']",['AIC'],"hen college student Keiichi Morisato dials the wrong number while ordering for some food at his dormitory, he accidentally gets connected to the Goddess Hotline and a beautiful goddess named Belldandy appears out of a mirror in front of him. After getting kicked out of the dorm, Keiichi and Belldandy move to an old shrine and soon afterwards, Belldandy's sisters Urd and Skuld move in.","['InoueKikuko', 'ToumaYumi', 'OgataMegumi', 'HisakawaAya', 'FuchizakiYuriko', 'AsamiJunko', 'FutamataIssei', 'YanadaKiyoyuki', 'OotaniIkue', 'TobitaNobuo']"
32,50,Aa! Megami-sama! (TV),ああっ女神さまっ,TV,"Comedy, Supernatural, Magic, Romance, Seinen","['Bandai Visual', 'TBS']",['AIC'],"In a world where humans can have their wish granted via the Goddess Help Hotline, a human, Keiichi Morisato, summons the Goddess Belldandy by accident and jokes that she should stay with him forever. Unfortunately for him, his ""wish"" is granted. Suddenly, Keiichi is now living with this gorgeous woman all alone, causing him to be kicked out of the all-male dormitory he was staying in. But soon, after they find lodging in a Buddhist temple, Keiichi and Belldandy's relationship begins to blossom. Although they are both awkward and rather uncomfortable with one another at first, what awaits these two strangers could turn out to be an unexpected romance.","['InoueKikuko', 'ToumaYumi', 'KikuchiMasami', 'HisakawaAya', 'ItouMiki', 'TakanoUrara', 'FuchizakiYuriko', 'NotoMamiko', 'FutamataIssei', 'YanadaKiyoyuki']"
33,51,Tenshi Kinryouku,天使禁猟区,OVA,"Action, Drama, Romance, Shoujo, Supernatural","['Bandai Visual', 'AIC', 'Lantis', 'Audio Tanaka']",['Hal Film Maker'],"Setsuna Mudo is a 16-year-old high school student just trying to get by without running afoul of his bullying seniors. It doesn't help that he's in love with his younger sister, Sara, who only sees him once a month. But there's more to his life than just keeping his head down. Setsuna is ambushed by mysterious beings, angels, and demons, all professing to know his true destiny. The angels say he is the reincarnation of their leader Alexiel, while the demons claim he led them to war against God himself. As Setsuna struggles with his identity in such strange times, the eternal conflict between Heaven and Hell threatens to reignite. Will he be prepared when it does?","['NojimaKenji', 'MiyamuraYuko', 'KawasumiAyako', 'KoyasuTakehito', 'SoumiYouko', 'ChibaSusumu', 'OrikasaAi', 'UedaYuuji', 'MikiShinichiro', 'ShiozawaKaneto']"
34,52,Kidou Tenshi Angelic Layer,機動天使エンジェリックレイヤー,TV,"Sci-Fi, Comedy, Sports, Drama, Shounen",['TV Tokyo Music'],['Bones'],"12-year-old Misaki Suzuhara has just gotten involved in Angelic Layer, a battling game using electronic dolls called angels. Even as a newbie, Misaki shows advanced skills as she meets new friends and enters Angelic Layer tournaments to fight the greatest Angelic Layer champions of the nation.","['EnomotoAtsuko', 'ShiratoriYuri', 'YukinoSatsuki', 'FukuyamaJun', 'OnosakaMasaya', 'HoshiSouichirou', 'KawasumiAyako', 'KuwashimaHouko', 'KawakamiTomoko']"
35,53,Ai Yori Aoshi,藍より青し,TV,"Harem, Slice of Life, Comedy, Drama, Romance","['Movic', 'Fuji TV', 'Pioneer LDC', 'Cosmic Ray']",['J.C.Staff'],"Kaoru Hanabishi, a college student who lives alone, met a beautiful but bewildered girl dressed in a kimono at a train station. He volunteered to guide her way to the address she was looking for, which happened to be in his neighborhood, but turned out to be an empty lot. Not knowing what to do next, Kaoru invited the devastated girl to his apartment and asked for any additional clues to her destination. She supplied him with a photo of two children whom Kauru immediately identified as himself and Aoi Sakuraba, his childhood friend. It turned out that the girl in front of him is Aoi Sakuraba herself, his betrothed fiancee who came all the way to Tokyo to marry him. Her revelation was not only surprising but also reminded the deepest part of Kaoru's memory for why he left the Hanabishi family in the first place.","['KawasumiAyako', 'HoshiSouichirou', 'YukinoSatsuki', 'MizuhashiKaori', 'HiramatsuAkiko', 'MomoiHaruko', 'NaritaSayaka', 'HigoMakoto', 'TokumaruKan']"
36,54,Appleseed (Movie),アップルシード,Movie,"Action, Military, Sci-Fi, Police, Drama, Mecha, Shounen","['Mainichi Broadcasting System', 'Toho', 'TYO Animations', 'TYO']",['Digital Frontier'],"Growing out of the chaos of a global war, the city of Utopia is populated by humans and bioroids (artificial humans). On the surface, everything is harmonious, but tensions lurk. Into this seemingly perfect society comes a survivor of the wars, Deunan Knute, who carries a legacy that will turn out to be of critical importance to the future of humanity. (Source: ANN)","['KobayashiAi', 'KosugiJuurouta', 'KoyamaMami', 'MatsuokaYuki', 'FujimotoYuzuru', 'KoyamaTakehiro', 'YamadaMiho', 'MatsuokaFumio']"
37,55,Arc the Lad,アークザラッド,TV,"Action, Adventure, Fantasy, Horror, Sci-Fi","['Sony Pictures Entertainment', 'Aniplex']",['Bee Train'],"The story follows Elk, a bounty hunter in some strange futuristic world. On this world archaic but advanced technology exists side by side with primitive attitudes, beasts and magic. In other words it's got a bit of everything. It also has an evil conspiracy who are able to produce powerful monsters called chimera, who can also appear as human. Naturally it is not long before Elk has rescued a young female beast-master and gained himself some serious enemies. (Source: ANN)","['YuukiHiro', 'MizutaniYuuko', 'NamikawaDaisuke', 'HorieYui', 'TobitaNobuo', 'IkedaShuuichi', 'SakamotoChika', 'MasutomiNobutaka', 'UchidaTakeshi']"
38,56,Avenger,アヴェンジャー,TV,"Adventure, Fantasy, Sci-Fi, Shounen",['Production I.G'],"['Bee Train', 'Xebec']","ars has been colonized and is a world where children have been replaced by robot servants known as ""dolls."" Layla is a skilled fighter with a tragic past who travels about the world. Her companions are Nei, a strange and unique doll with some unknown ties to Layla, and Speedy, who is a doll breeder. The founders of Mars see the trio as a threat to their world, and each time they attack Layla and Nei a bit more of their mysterious past and future is revealed.","['ToyoguchiMegumi', 'KanaiMika', 'OotaShinichirou', 'NakataKazuhiro', 'YanakaHiroshi', 'ShimamotoSumi', 'SuzumuraKenichi', 'KonishiKatsuyuki', 'HanKeiko']"
39,57,Beck,ベック,TV,"Comedy, Drama, Music, Shounen, Slice of Life","['Marvelous', 'Starchild Records', 'Asatsu DK', 'Kodansha']",['Madhouse'],"Fourteen-year-old Yukio ""Koyuki"" Tanaka is a dispirited young boy with no goals in life. However, this all changes when Koyuki saves a strange-looking dog named Beck from being harassed by a group of local kids. The dog's owner, 16-year-old Ryuusuke ""Ray"" Minami, is an emerging guitarist and the former member of a popular rock band. After Koyuki meets Ray again in a diner, the older boy leads him to his former band's meeting place and dazzles Koyuki with his amazing guitar skills. Slowly becoming interested in the glamour of western rock culture, Koyuki decides to start playing the guitar while helping Ray achieve his dream of leading the ultimate rock band. Together with Ray's younger sister Maho and a few other members, the two boys launch their career into the world of rock by forming a band called BECK. Beck follows the group's struggles and successes as they spread their fame across Japan.","['NamikawaDaisuke', 'SaikiMiho', 'UenoYuuma', 'OohataShintarou', 'NojimaKenji', 'NaraTooru', 'VickersJamie', 'OkitePorche', 'YamakawaKotomi']"
40,58,Blue Gender,BLUE GENDER,TV,"Adventure, Romance, Mecha, Military, Sci-Fi, Horror, Space, Drama","['Youmex', 'Toshiba EMI']",['AIC'],"Blue Gender takes place in the not too distant future in a world where things have gone terribly wrong for humanity. Humans have been replaced at the top of the food chain by the Blue, a race of bug-like aliens that have colonized Earth and pushed humans aside. A space station, Second Earth, has been constructed as a safe haven for humans, with the hope of one day reclaiming the Earth once more. Yuji Kaido was cryogenically frozen, having been suffering from a disease known as B-Cells. Once awakened, he joins a team of soldiers that have come to Earth to extract him. Unfortunately, nothing goes according to plan as they make their way back to Second Earth. Yuji will have to deal with the horrors of fighting a bloody war as he and the fighters from Second Earth look to survive. Will they be able to win back Earth without losing their humanity?","['KuwashimaHouko', 'NojimaKenji', 'HoriKatsunosuke', 'SuganumaHisayoshi', 'ItouEiji', 'GingaBanjou', 'NishimuraChinami', 'YasudaMiwa', 'YonemotoChizu', 'MatsumotoDai']"
41,59,Chobits,ちょびっツ,TV,"Sci-Fi, Comedy, Drama, Romance, Ecchi, Seinen","['TBS', 'Pioneer LDC']",['Madhouse'],"hen computers start to look like humans, can love remain the same? Hideki Motosuwa is a young country boy who is studying hard to get into college. Coming from a poor background, he can barely afford the expenses, let alone the newest fad: Persocoms, personal computers that look exactly like human beings. One evening while walking home, he finds an abandoned Persocom. After taking her home and managing to activate her, she seems to be defective, as she can only say one word, ""Chii,"" which eventually becomes her name. Unlike other Persocoms, however, Chii cannot download information onto her hard drive, so Hideki decides to teach her about the world the old-fashioned way, while studying for his college entrance exams at the same time. Along with his friends, Hideki tries to unravel the mystery of Chii, who may be a ""Chobit,"" an urban legend about special units that have real human emotions and thoughts, and love toward their owner. But can romance flourish between a Persocom and a human?","['TanakaRie', 'SugitaTomokazu', 'KumaiMotoko', 'TanakaRie', 'Yukana', 'OrikasaFumiko', 'TanakaRie', 'KuwashimaHouko', 'SekiTomokazu', 'ChibaIsshin']"
